question_id,question_text,reasoning_path,gold_answer,difficulty,domain,question_type
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_099,Ahmet Orken ve Erkan Sekman aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Erkan Sekman -> member of sports team -> yeni malatyaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_100,Ahmet Orken ve Erkan Sekman aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Erkan Sekman -> member of sports team -> mp antalyaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_101,Ahmet Orken ve Erkan Sekman aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Erkan Sekman -> member of sports team -> Konya Idman Yurdu -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_102,Ahmet Orken ve Erkan Sekman aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Erkan Sekman -> member of sports team -> Denizlispor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_103,Ahmet Orken ve Erkan Sekman aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Erkan Sekman -> member of sports team -> mersin i̇.y -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_104,Ahmet Orken ve erkan taskiran aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan taskiran -> member of sports team -> marmaris belediye gsk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_105,Ahmet Orken ve erkan taskiran aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan taskiran -> member of sports team -> Kardemir Karabukspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_106,Ahmet Orken ve erkan taskiran aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan taskiran -> member of sports team -> hacettepe sk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_107,Ahmet Orken ve erkan taskiran aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan taskiran -> member of sports team -> Akhisar Belediyespor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_108,Ahmet Orken ve erkan taskiran aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan taskiran -> member of sports team -> bucaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_109,Ahmet Orken ve erkan taskiran aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan taskiran -> member of sports team -> gençlerbirligi sk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_110,Ahmet Orken ve erkan zengin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan zengin -> member of sports team -> Besiktas Jk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_111,Ahmet Orken ve erkan zengin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan zengin -> member of sports team -> trabzonspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_112,Ahmet Orken ve erkan zengin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erkan zengin -> member of sports team -> Eskisehirspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_113,Ahmet Orken ve tarik altuntas aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> tarik altuntas -> member of sports team -> balçova belediyespor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_114,Ahmet Orken ve tarik altuntas aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> tarik altuntas -> member of sports team -> mersin i̇.y -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_115,Ahmet Orken ve metin erol aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> metin erol -> member of sports team -> Fethiye S.K. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_116,Ahmet Orken ve metin erol aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> metin erol -> member of sports team -> TKİ Tavşanlı Linyitspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_117,Ahmet Orken ve metin erol aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> metin erol -> member of sports team -> kocaelispor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_118,Ahmet Orken ve metin erol aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> metin erol -> member of sports team -> korfez belediyespor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_119,Ahmet Orken ve deniz turuc aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> deniz turuc -> member of sports team -> kayserispor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_120,Ahmet Orken ve deniz turuc aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> deniz turuc -> member of sports team -> turkey national under-23 football team -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_121,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> Kasımpaşa S.K. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_122,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> orduspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_123,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> Kayseri Erciyesspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_124,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> Kardemir Karabukspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_125,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> mp antalyaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_126,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> Konya Idman Yurdu -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_127,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> kayserispor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_128,Ahmet Orken ve murat akin aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> murat akin -> member of sports team -> i̇stanbul büyükşehir belediyespor (football team) -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_129,Ahmet Orken ve erol togay aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erol togay -> member of sports team -> vefa s k -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_130,Ahmet Orken ve erol togay aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erol togay -> member of sports team -> Adana Demirspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_131,Ahmet Orken ve erol togay aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erol togay -> member of sports team -> Altay Izmir -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_132,Ahmet Orken ve erol togay aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erol togay -> member of sports team -> Türkiye millî futbol takımı -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_133,Ahmet Orken ve erol togay aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> erol togay -> member of sports team -> fenerbahçe s.k. (football) -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_134,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> Besiktas Jk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_135,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> caykur rizespor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_136,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> Gaziantepspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_137,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> adanaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_138,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> Altay Izmir -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_139,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> mp antalyaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_140,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> Konya Idman Yurdu -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_141,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> gençlerbirligi sk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_142,Ahmet Orken ve mehmet seyfettin sedef aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> mehmet seyfettin sedef -> member of sports team -> Turkey national under-20 football team -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_143,Ahmet Orken ve ertan adatepe aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ertan adatepe -> member of sports team -> Goztepe S.K. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_144,Ahmet Orken ve ertan adatepe aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ertan adatepe -> member of sports team -> turk telekomspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_145,Ahmet Orken ve ertan adatepe aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ertan adatepe -> member of sports team -> Türkiye millî futbol takımı -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_146,Ahmet Orken ve ertan adatepe aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ertan adatepe -> member of sports team -> mke ankaraguecue -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_147,Ahmet Orken ve ertan adatepe aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ertan adatepe -> member of sports team -> Galatasaray F.C. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_148,Ahmet Orken ve Kazım Ersun Yanal aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Kazım Ersun Yanal -> member of sports team -> Denizlispor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_149,Ahmet Orken ve Özbir aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Özbir -> member of sports team -> Kasımpaşa S.K. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_150,Ahmet Orken ve Özbir aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Özbir -> member of sports team -> yeni malatyaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_151,Ahmet Orken ve Özbir aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Özbir -> member of sports team -> etimesgut şekerspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_152,Ahmet Orken ve Jakup Jimmy Durmaz aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Jakup Jimmy Durmaz -> member of sports team -> gençlerbirligi sk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_153,Ahmet Orken ve Semih Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Semih Kaya -> member of sports team -> Gaziantepspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_154,Ahmet Orken ve Semih Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Semih Kaya -> member of sports team -> turkey national under-17 football team -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_155,Ahmet Orken ve Semih Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Semih Kaya -> member of sports team -> Türkiye millî futbol takımı -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_156,Ahmet Orken ve Semih Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Semih Kaya -> member of sports team -> Galatasaray F.C. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_157,Ahmet Orken ve Semih Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Semih Kaya -> member of sports team -> Kartalspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_158,Ahmet Orken ve ogun temizkanoglu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ogun temizkanoglu -> member of sports team -> trabzonspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_159,Ahmet Orken ve ogun temizkanoglu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ogun temizkanoglu -> member of sports team -> A. Sebatspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_160,Ahmet Orken ve ogun temizkanoglu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ogun temizkanoglu -> member of sports team -> Türkiye millî futbol takımı -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_161,Ahmet Orken ve ogun temizkanoglu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ogun temizkanoglu -> member of sports team -> Konya Idman Yurdu -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_162,Ahmet Orken ve ogun temizkanoglu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ogun temizkanoglu -> member of sports team -> fenerbahçe s.k. (football) -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_163,Ahmet Orken ve ogun temizkanoglu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ogun temizkanoglu -> member of sports team -> türkiye kadın millî futbol takımı -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_164,Ahmet Orken ve hikmet balioğlu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> hikmet balioğlu -> member of sports team -> Vestel Manisaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_165,Ahmet Orken ve hikmet balioğlu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> hikmet balioğlu -> member of sports team -> menemen belediyespor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_166,Ahmet Orken ve hikmet balioğlu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> hikmet balioğlu -> member of sports team -> şanlıurfa s.k. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_167,Ahmet Orken ve hikmet balioğlu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> hikmet balioğlu -> member of sports team -> Altinordu Spor Kulubu -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_168,Ahmet Orken ve hikmet balioğlu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> hikmet balioğlu -> member of sports team -> gençlerbirligi sk -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_169,Ahmet Orken ve hikmet balioğlu aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> hikmet balioğlu -> member of sports team -> turkey national under-23 football team -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_170,Ahmet Orken ve Tolgahan Acar aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Tolgahan Acar -> member of sports team -> Goztepe S.K. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_171,Ahmet Orken ve Tolgahan Acar aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Tolgahan Acar -> member of sports team -> Gaziantepspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_172,Ahmet Orken ve Tolgahan Acar aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Tolgahan Acar -> member of sports team -> adanaspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_173,Ahmet Orken ve Tolgahan Acar aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Tolgahan Acar -> member of sports team -> Altinordu Spor Kulubu -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_174,Ahmet Orken ve Tolgahan Acar aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Tolgahan Acar -> member of sports team -> Turkey national under-20 football team -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_175,Ahmet Orken ve ethem pülgir aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ethem pülgir -> member of sports team -> bursaspor kulübü derneği -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_176,Ahmet Orken ve ethem pülgir aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ethem pülgir -> member of sports team -> Kayseri Erciyesspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_177,Ahmet Orken ve ethem pülgir aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ethem pülgir -> member of sports team -> Kartalspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_178,Ahmet Orken ve ethem pülgir aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> ethem pülgir -> member of sports team -> Turkey national under-20 football team -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_179,Ahmet Orken ve Suat Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Suat Kaya -> member of sports team -> Türkiye millî futbol takımı -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_180,Ahmet Orken ve Suat Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Suat Kaya -> member of sports team -> Galatasaray F.C. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_181,Ahmet Orken ve Suat Kaya aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> Suat Kaya -> member of sports team -> Konya Idman Yurdu -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_182,Ahmet Orken ve onur recep kivrak aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> onur recep kivrak -> member of sports team -> Karşıyaka S.K. -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_183,Ahmet Orken ve onur recep kivrak aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> onur recep kivrak -> member of sports team -> trabzonspor -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
COMPARISON_COMPARE_TEAM_COUNTRY_SAME_184,Ahmet Orken ve onur recep kivrak aynı ülkedeki takımlarda mı oynuyor?,Ahmet Orken -> member of sports team -> torku şekerspor -> country -> република българия -> onur recep kivrak -> member of sports team -> turkey national under-17 football team -> country -> turkiye,Hayır,comparison,sports,compare_team_country_same
