question_type,question,answer,player_id,player_name,club_id,club_name,venue_id,venue_name,reasoning_path
pattern_c_team_home_venue,What is the home venue of the team of bahattin köse?,Manisa 19 Mayis Stadium,Q800230,bahattin köse,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,bahattin köse --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of zafer şakar?,Manisa 19 Mayis Stadium,Q8064289,zafer şakar,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,zafer şakar --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Barbaros Barut?,Manisa 19 Mayis Stadium,Q807762,Barbaros Barut,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,Barbaros Barut --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ümit bozkurt?,Manisa 19 Mayis Stadium,Q8079469,ümit bozkurt,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,ümit bozkurt --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of İsmail Köse?,Manisa 19 Mayis Stadium,Q8080211,İsmail Köse,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,İsmail Köse --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of izzet kaya?,Manisa 19 Mayis Stadium,Q8080277,izzet kaya,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,izzet kaya --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Bayram Olgun?,Manisa 19 Mayis Stadium,Q812592,Bayram Olgun,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,Bayram Olgun --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of bekir yilmaz?,Manisa 19 Mayis Stadium,Q815029,bekir yilmaz,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,bekir yilmaz --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of benjamin fuchs?,Manisa 19 Mayis Stadium,Q817497,benjamin fuchs,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,benjamin fuchs --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of ersen martin?,Manisa 19 Mayis Stadium,Q819597,ersen martin,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,ersen martin --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of Dilaver Güçlü?,Manisa 19 Mayis Stadium,Q820135,Dilaver Güçlü,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,Dilaver Güçlü --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of berk neziroğluları?,Manisa 19 Mayis Stadium,Q820773,berk neziroğluları,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,berk neziroğluları --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of cenk isler?,Manisa 19 Mayis Stadium,Q824590,cenk isler,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,cenk isler --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
pattern_c_team_home_venue,What is the home venue of the team of sercan bilinç güvenışık?,Manisa 19 Mayis Stadium,Q877394,sercan bilinç güvenışık,Q128148,Vestel Manisaspor,Q1507977,Manisa 19 Mayis Stadium,sercan bilinç güvenışık --[member of sports team]--> Vestel Manisaspor --[home venue]--> Manisa 19 Mayis Stadium
