entity_id,name,description,matched_relation
Q629032,baykal kulaksizoglu,Baykal Kulaksızoğlu (born 12 May 1983) is a Turkish-Swiss footballer who currently plays for FC Schaffhausen.,country of citizenship
Q2598007,mertol karatay,"João Batista Casemiro Marques (born March 4, 1975 in Santana de Cataguases) is a Brazilian-Turkish footballer for Mersin İdmanyurdu.",country of citizenship
Q1571109,halil akbunar,Halil Akbunar (born 9 November 1993) is a Turkish professional footballer who plays as a midfielder for the Turkish club Göztepe in the Süper Lig.,country of citizenship
Q6100464,Turgut Ucar,"Turgut Uçar (born March 10, 1964 in İzmir, Turkey) is a Turkish football manager and coach. He was a footballer as midfielder. He is the current manager of Karşıyaka.He began football career at Altay S.K. and became professional in 1982-83 season. He transferred to Trabzonspor  in 1988-89 season and played for 5 years. He also played for Gaziantepspor (1993–1994), Karşıyaka (1994–1996), Balıkesirspor (1996–1998) and Soma Linyitspor (1998–99). He retired in 1999.He managed Altay S.K. (2001 and 2004–2005), Adanaspor (2001–2002), Akhisar Belediyespor 2003-2004), Uşakspor (2005–2006) and Yimpaş Yozgatspor 2006, Karşıyaka (2006–2007) and Karabükspor (2008)",country of citizenship
Q5362152,tekirdagspor,"Tekirdağspor is a Turkish sports club based in Tekirdağ, mainly concentrated on football.Tekirdağspor is currently playing in the 1st Group of TFF Third League after crowning champions of 11th Group of Turkish Regional Amateur League in 2014–15 season.They play in yellow and black kits.",country
Q20926367,sehit polis recep topaloglu sports hall,"Şehit Polis Recep Topaloğlu Sports Hall (Turkish: Şehit Polis Recep Topaloğlu Spor Salonu) is a multi-purpose indoor arena located in Izmit of Kocaeli Province, Turkey.The venue is used for competitions and trainings of a wide variety of sports branches including basketball, volleyball, handball, fencing, table tennis, wrestling, judo, karate, kick boxing and taekwondo. Opened officially on August 6, 2012, it has a seating capacity of 5,000.The sports hall is named in honor of Recep Topaloğlu, a swimming instructor as well as amateur footballer from İzmit, and member of the Police Special Operation Force, who was killed in action during a clash with Kurdish militants on Mount Judi in Şırnak Province, southeastern Anatolia on March 21, 2012.",country
Q1366316,erzurumspor,"Erzurumspor was a sports club located in Erzurum, Turkey. The football club plays in the Turkish Regional Amateur League. The club also played in Turkish First League between 1998–2001. It fell into money shortage since 2000 and gradually fell into Second League Category A in 2001 and Second league Category B in 2003. It was finally forced to relegate TFF Third League after is not playing Karsspor away match on January 31, 2010. Erzurumspor also relegated from Third League and was dissolved in 2015 and left to its place to Erzurum Büyükşehir Belediyespor, which was founded in 1967. Erzurum Büyükşehir Belediyespor was the champion of the 1st Group of Regional Amateur League in 2010–11 season and promoted to the 3rd League.",country
Q6089726,Yiğitcan Gölboyu,Yiğitcan Gölboyu (born 12 May 1992) is a Turkish professional footballer who plays as a defender for Turkish club Gümüşhanespor.,country of citizenship
Q19611725,alpay koçaklı,Alpay Koçaklı (born 19 September 1998) is a Turkish footballer who plays as a right midfielder for Giresunspor.,country of citizenship
Q13407931,Ahmet Yılmaz Çalık,Ahmet Yılmaz Çalık (born 26 February 1994) is a Turkish professional footballer. He currently plays as a defender for Galatasaray in the Süper Lig.,country of citizenship
Q67639,tas coskun,"Coşkun Taş (born 23 April 1935) was a Turkish international footballer who participated at the 1954 FIFA World Cup. Taş, a striker, played club football in Turkey and Germany for Aydinspor, Beşiktaş, 1. FC Köln and Bonner SC.",country of citizenship
Q1951914,Muhammed Türkmen,"Muhammed Türkmen (born 9 April 1986) is a Turkish professional footballer. He currently plays as a midfielder.Türkmen began his career with Altaş Soyaspor in 1999. He moved to Fenerbahçe in 2001, and played for the youth teams until 2005. İnegölspor signed him to his first professional contract on 22 August 2005. He spent two years with the club before moving to Kocaelispor. He has played for Orduspor, İstanbulspor, and Kartalspor since then. Türkmen moved to MKE Ankaragücü on 17 January 2011.",country of citizenship
Q18411578,etimesgut belediyespor,"Etimesgut Belediyespor is a football club located in Ankara, Turkey. The team competes in TFF Second League.",country
Q178180,orduspor,"Orduspor is a Turkish football club founded in 1967. The club is located in Ordu, Turkey and plays their home games at 19 Eylül Stadium. The team managed to qualify for Turkish Super League again in 2011. But, the last spell in top level finished in 2013.",country
Q913562,1997–98 1.lig,Statistics of Turkish First Football League in the 1997–98 season.,country
Q1053268,cem özdemir (footballer),"Cem Özdemir (born 22 July 1992) is a Turkish footballer who plays for Manisa BB.Cem made one appearance for Turkey national under-20 football team, in a 1-0 win over the Ukraine U20s.",country of citizenship
Q6535209,levent yilmaz,Levent Yılmaz (born 20 January 1990) is a Turkish professional footballer who currently plays as a midfielder for Erzincan Refahiyespor.,country of citizenship
Q1618057,Hikmet Karaman,"Hikmet Karaman (born March 9, 1960) is a Turkish football manager who is the manager of Süper Lig club Kayserispor. In the beginning of his coaching career, Hikmet Karaman worked as an assistant coach for managers like Reinhard Saftig and Mustafa Denizli in Galatasaray and Kocaelispor, as well as Holger Osieck in both Kocaelispor and Fenerbahçe. As a head coach he previously worked for clubs, such as, Kocaelispor, Zeytinburnuspor, Erzurumspor, Çaykur Rizespor, Adanaspor, Kayserispor, MKE Ankaragücü, Ankaraspor, Antalyaspor, Manisaspor, and Gaziantepspor, respectively. During his career he has won the Turkish Cup with Kocaelispor and the Second division league with Çaykur Rizespor and Antalyaspor.",country of citizenship
Q2217066,samet gündüz,Samet Gündüz (born 13 September 1987) is a Swiss former professional footballer of Turkish descent who played as a midfielder.,country of citizenship
Q16902134,Yasam Goksu,"Yaşam Göksu (born September 25, 1995) is a Turkish female football defender playing in the Turkish Women's First League for ALG Spor with jersey number  10. She was part of the Turkey women's national football teams between 2010 and 2015.",country of citizenship
Q5152,mustapha kemal pasha,"Kemal Atatürk (until 1934: Mustafa Kemal Pasha, Ottoman Turkish: مصطفى كمال پاشا‎; after 1935: Kamâl Atatürk; 19 May 1881 (conventional) – 10 November 1938), commonly referred to as Mustafa Kemal Atatürk (; Turkish: [mustaˈfa ceˈmal aˈtatyɾc]), was a Turkish field marshal (Mareşal), revolutionary statesman, author, and founder of the Republic of Turkey, serving as its first President from 1923 until his death in 1938. His leadership undertook sweeping liberal reforms, which modernized Turkey into a secular, industrial nation. Ideologically a secularist and nationalist, his policies and theories became known as Kemalism.Atatürk came to prominence for his role in securing the Ottoman Turkish victory at the Battle of Gallipoli (1915) during World War I. Following the Empire's defeat and subsequent dissolution, he led the Turkish National Movement, which resisted the mainland Turkey's partition among the victorious Allied powers. Establishing a provisional government in the present-day Turkish capital Ankara, he defeated the forces sent by the Allies, thus emerging victorious from what was later referred to as the Turkish War of Independence. He subsequently proceeded to abolish the decrepit Ottoman Empire and proclaimed the foundation of the Turkish Republic in its place.As the president of the newly formed Turkish Republic, Atatürk initiated a rigorous program of political, economic, and cultural reforms with the ultimate aim of building a modern, progressive, and secular nation-state. He made primary education free and compulsory, opening thousands of new schools all over the country. He also introduced the Latin-based Turkish alphabet, replacing the old Ottoman Turkish alphabet. Turkish women received equal civil and political rights during Atatürk's presidency ahead of many Western countries. In particular, women were given voting rights in local elections by Act no. 1580 on 3 April 1930 and a few years later, in 1934, full universal suffrage, earlier than most other countries in the world.His government carried out a policy of Turkicisation trying to create a homogeneous and unified nation. Under Atatürk, non-Turkish minorities were pressured to speak Turkish in public, non-Turkish toponyms and last names of minorities had to be changed to Turkish renditions. The Turkish Parliament granted him the surname Atatürk in 1934, which means ""Father of the Turks"", in recognition of the role he played in building the modern Turkish Republic. He died on 10 November 1938 at the age of 57 in Dolmabahçe Palace; he was succeeded as President by his long-time Prime Minister İsmet İnönü and was honored with a state funeral. In 1953, his iconic mausoleum was built and opened, which is surrounded by a park called the Peace Park in honor of his famous expression ""Peace at Home, Peace in the World"".In 1981, the centennial of Atatürk's birth, his memory was honoured by the UN and UNESCO, which declared it The Atatürk Year in the World and adopted the Resolution on the Atatürk Centennial, describing him as ""the leader of the first struggle given against colonialism and imperialism"" and a ""remarkable promoter of the sense of understanding between peoples and durable peace between the nations of the world and that he worked all his life for the development of harmony and cooperation between peoples without distinction"". Atatürk is commemorated by many memorials throughout Turkey and numerous countries all over the world, where place names are named in honor of him. Eleftherios Venizelos, former Prime Minister of Greece, forwarded Atatürk's name for the 1934 Nobel Peace Prize.",country of citizenship
Q4944264,bora vang,"Bora Vang (王博, born April 9, 1987) is a  Chinese-born Turkish male national table tennis player. The 1.77 m (5 ft 10 in) tall athlete at 82 kg (181 lb) competes for Adana Table Tennis Club, where he is coached by Sabahattin Sabrioğlu.He won the gold medal in the mized doubles event at the 2010 European Mixed Double Championships held in Subotica, Serbia together with his Turkish teammate Şirin He. In 2012, he and his Turkish teammate Melek Hu won the silver medal at the European Mixed Double Championships held in Buzau, Romania.Vang qualified for the 2012 Summer Olympics after the World Qualification Championship held in Doha, Qatar.At the 2013 Mediterranean Games held in Mersin, Turkey, he won the silver medal in the singles event.",place of birth
Q1955570,mustafa tiryaki,"Mustafa Tiryaki (born 2 March 1987) is an English born football player of Turkish parentage, who is currently a free agent.",country of citizenship
Q7116778,oguzhan tuzun,"Oğuzhan Tüzün (born October 20, 1982 in Istanbul, Turkey) is a Turkish sport shooter competing in the trap event. The 1.87 m (6 ft 2 in) tall athlete at 121 kg (267 lb) is a member of İstanbul Hunting and Shooting Sports Club and is coached by Diego Gasperini.Tüzün started sport shooting with his father's encouragement in 1996 at the age of 15. His father Özer Tüzün, a dentist, is a passionate hunter and shooter, who personally coaches his son. Oğuzhan Tüzün works as a teacher following his graduation from the Sports Academy in physical education and sports.He became already Turkish champion in the cadets category in 1997. At the age of 18, he participated at the 2000 Summer Olympics in Sydney, Australia placing 30th.He won the silver medal in the junior category at the 2002 ISSF World Shooting Championships in Lahti, Finland. Tüzün represented Turkey at the 2004 Summer Olympics without advancing to the final. He placed 4th at the 2005 Mediterranean Games in Almeria, Spain. In 2009, he won the bronze medal at the World Shotgun Championships held in Maribor, Slovenia.Tüzün became gold medalist at the 2010 ISSF World Cup Final held in Izmir, Turkey and repeated his success at the 2011 ISSF World Cup in Concepción, Chile. This result brought him the qualification to the 2012 Summer Olympics, where he finished in 24th.",country of citizenship
Q945955,Erol Yasin,Yasin Özdenak (born 11 October 1948) is a former Turkish football goalkeeper and now an active coach. He is currently employed by Hume City FC as the Technical Director of the Club.,country of citizenship
Q807762,Barbaros Barut,Barbaros Barut (born 26 January 1983 in Munich) is a Turkish-German football midfielder who currently plays for Manisaspor.,country of citizenship
Q264949,tolga ciğerci,"Tolga Ciğerci (Turkish pronunciation: [ˈtoɫɡa ˈdʒiːeɾdʒi], born 23 March 1992) is a Turkish footballer who plays as a midfielder for Fenerbahçe. He represented Germany at under-19 and under-20 level, before switching his allegiance to Turkey.",country of citizenship
Q2060814,List of football clubs in Turkey,For a complete list see Category:Football clubs in Turkey.This is a list of football (soccer) clubs in Turkey. Clubs currently in the first three tiers of the Turkish football league system are listed alphabetically.,country
Q279436,Omer Toprak,Ömer Toprak (born 21 July 1989) is a Turkish professional footballer who plays as a centre back for German club Borussia Dortmund and the Turkey national team.,country of citizenship
Q775542,serdar ozbayraktar,"Serdar Özbayraktar (born November 22, 1981 in Hopa, Turkey), is a Turkish football player who plays for Elazığspor as a striker or left winger. He has impressive speed and power on the right line.",country of citizenship
Q713581,kerim zengin,"Kerim Zengin (born 13 April 1985) is a Turkish professional footballer who is playing for Karabükspor. He is a youth international, earning caps at levels from the U-17s up to the Turkey national under-21 football team.",country of citizenship
Q1420267,Yeni Rize Şehir Stadium,"Yeni Rize Şehir Stadium is a multi-use stadium in Rize, Turkey. It is currently used mostly for football matches and is the home ground of Çaykur Rizespor. The stadium has a capacity of 15,197 spectators and it opened in 2009. It replaced Rize Atatürk Stadium as the home of Çaykur Rizespor.",country
Q12808733,balçova belediyespor,"FBM Yaşamspor is a football club located in İzmir, Turkey. The team competes in TFF Third League. The club was promoted to the TFF Third League after 2012–13 season.",country
Q43134,Galatasaray S. K.,"Galatasaray Spor Kulübü (Turkish pronunciation: [ɡaɫatasaˈɾaj ˈspoɾ kulyˈby], Galatasaray Sports Club) is a Turkish sports club based on the European side of the city of Istanbul in Turkey. Most notable for its association football department, the club also consists of various other departments including basketball, wheelchair basketball, volleyball, water polo, handball, athletics, swimming, rowing, sailing, judo, bridge, motorsport, equestrian, and chess. Galatasaray S.K. is among the key members of the Galatasaray Community Cooperation Committee together with Galatasaray University and the prestigious Lycée de Galatasaray.The football team of the club is the only European cup winner team in Turkey, holding the most Turkish League Cups, TSYD Cups, Turkish Super Cups as well as Turkish Cups. Galatasaray won the UEFA Cup against Arsenal F.C. and the UEFA Super Cup against Real Madrid C.F. both in 2000.The club's wheelchair basketball team won the Champions Cup in 2008, 2009, 2011, 2013 and 2014. They also won Kitakyushu Champions Cup and became world champion in 2008, 2009, 2011, and 2012. Galatasaray women's basketball team won the 2013–14 EuroLeague Women and FIBA Eurocup in 2009.Galatasaray men's basketball team claimed their first EuroCup championship after defeating Strasbourg in 2016.",country
Q1726558,volkan arslan,"Volkan Arslan (born 29 August 1978) is a Turkish international footballer who last played as an attacking midfielder for Bozüyükspor. Arslan played for Turkey at the U-16, U-17 and U-18 levels before he made his debut for the senior team in 2003.",country of citizenship
Q1378299,Cakmak Yasin,"Yasin Çakmak (born January 6, 1985 in Rize, Turkey) is a Turkish former football player.",country of citizenship
Q6090437,Corluspor,Çorluspor 1947 is a Turkish football club based in Çorlu. The club became champion in Tekirdağ Super Amateur League and was promoted to Turkish Regional Amateur League.,country
Q349941,Fevzi Elmas,"Fevzi Elmas (born June 9, 1983 in Biga) is a Turkish professional footballer who plays as a goalkeeper for Giresunspor.",country of citizenship
Q1323847,metin aktas,Metin Aktaş (born 1 August 1977) is a Turkish footballer who last played as a goalkeeper for Adana Demirspor in 2012. Aktaş was a member of the Turkey squad at the 2000 UEFA European Under-21 Football Championship.,country of citizenship
Q20988433,hatay dumlupinarspor,"Hatay Dumlupınarspor is a women's football club located in İskenderun near Hatay, southern Turkey. The team competes in Turkish Women's Third Football League.",country
Q820154,Nurettin Kayaoğlu,Nurettin Kayaoğlu (born 8 January 1992) is a Turkish football defender who most recently played for Bandırmaspor. He made his Süper Lig debut on 19 August 2012.He joined MSV Duisburg for the 2015–2016 season.,country of citizenship
Q6084884,Ali Kires,Ali Kires (born 24 January 1991) is a Turkish professional footballer who plays for Konyaspor.,country of citizenship
Q726792,2008–09 süper lig,"Süper Lig 2008–09 (also known as Turkcell Super League due to sponsoring reasons) was the fifty-first season since its establishment. It began on 22 August 2008 and ended on 31 May 2009. Galatasaray were the defending champions.Beşiktaş clinched the championship after winning at Denizlispor on the last matchday. The latter barely avoided relegation after finishing in a three-way tie on points with Ankara sides Gençlerbirliği and Konyaspor. Head-to-head comparison between those three teams eventually resulted in the demotion of Konyaspor, who joined Kocaelispor and Hacettepe on their way to the second-level First League.Fenerbahçe and Galatasaray had to settle for fourth and fifth place, respectively, after Sivasspor came in as runners-up and Trabzonspor finished third. The final positions for the three Istanbul clubs marked the first time since the 1980–81 season that only one of them was able to finish among the top three teams in Turkish football.",country
Q1023153,maidos,"Eceabat, formerly Maydos (Madytos, Greek: Μάδυτος), is a town and district of Çanakkale Province in the Marmara region of Turkey, located on the eastern shore of the Gelibolu Peninsula, on the Dardanelles Strait. According to the 2010 census, population of the district is 9,154 of which 5,380 live in the town of Eceabat. The district covers an area of 468 km2 (181 sq mi), and the town lies at an elevation of 0 m (0 ft).Eceabat has been used as a departure point for people swimming the Hellespont to Çanakkale on the other side of the Dardanelles Strait.Eceabat is the nearest town to the World War I Gallipoli Campaign battlefields of 1915, cemeteries and memorials to the more than 120,000 soldiers fallen from Turkey, the United Kingdom, France, Australia and New Zealand. The name Eceabat could be originated from the Arabic military word ""Hijabat"" which means the most forward command point from the battlefield; this could also explain the change from the original name Madytos.On 1914, there were many attacks from Turks (including Turkish soldiers), against Greek citizens of Madytos. Many of the attacks were lethal. On 17 April 1915, the town was evacuated in the space of five hours. Turks plunder organized the property of the Greek population, despite the promise of Essad Pasha to the Greek Metropolitan that the Christian properties would be respected. The Greeks deprived of everything they had, sojourning four days in the mountains and then were embarked and dispatched to the diocese of Cyzicus. Many of them died from the hardship. These measures were part of the ongoing persecution of Greeks in the Ottoman Empire at the time. On 1916, a Greek woman of Madytos was raped by eighteen Turkish soldiers.",country
Q554001,Salih Uçan,"Salih Uçan (Turkish pronunciation: [saːlih utʃan], born 6 January 1994) is a Turkish professional footballer who plays as a midfielder for Alanyaspor.",country of citizenship
Q1848410,halis ozkahya,"Halis Özkahya (born 30 May 1980) is a Turkish football referee. He officiated the 2012–13 UEFA Europa League group stage match between Lyon and Ironi Kiryat Shmona.He became a FIFA referee in 2009. He has served as a referee in 2014 World Cup qualifying, beginning with the Group C match between Germany and Kazakhstan.",country of citizenship
Q15839429,Kenan Karisik,"Kenan Karišik (born 23 April 1987) is a Bosnian-Turkish footballer who plays as a midfielder for Adanaspor.He was born in Sjenica, SFR Yugoslavia and has dual citizenship, Bosnian and Turkish.",country of citizenship
Q832166,Ferhat Bikmaz,Ferhat Bıkmaz (born 6 July 1988) is a Turkish footballer. He plays for Hannoverscher SC.,country of citizenship
Q17306017,gülbin hız,"Gülbin Hız (born June 11, 1994) is a Turkish women's football midfielder currently playing in the Turkish Women's First Football League for ALG Spor with jersey number 21. She was part of the Turkey girls' national U-17, Turkey women's national U-19 and Turkey women's national team.",country of citizenship
Q7857303,tugba karakaya-koyuncu,"Tuğba Koyuncu (née Karakaya; born February 16, 1991 in Kayseri, Turkey) is a Turkish female middle distance runner. She is a student of physical education and sports at the local Erciyes University. Karakaya was a member of the Fenerbahçe Athletics Club, where she was coached by Süleyman Altınok before she transferred to Enkaspor. The 169 cm (5 ft 7 in) tall athlete weighs 55 kg (121 lb).She was born to Kasım Karakaya, a restaurant employee, and his wife İkbal, who both have seven children. She is the older of two sisters. She began running at the age of 12.She won a silver medal in 1500 m event at the 2011 European Athletics U23 Championships in Ostrava, Czech Republic.Koyuncu competed at the 1500 m event at the 2012 Summer Olympics where she failed to reach the semifinals.At the 2013 Mediterranean Games in Mersin, Turkey, she took two bronze medals, one in the 800 m and the other in the 1500 m event. At the 2013 Islamic Solidarity Games held in Palembang, Indonesia, Koyuncu won also a bronze medal in the 800 m event.",country of citizenship
Q22117622,Birgül Erken,"Birgül Erken (born 9 February 1972 in Çanakkale) is a Turkish champion free diver, national representative and an underwater model. She is a holder of multiple records in various freediving disciplines.Erken completed her graduate program (Turkish language and literature) in Trakya University in Edirne. She then pursued another degree in photography and video at Anadolu University. Since 2004, Birgül Erken has been teaching Turkish language and literature at Edirne Anatolian Fine Arts High school.Since 2011, Birgül Erken represents Turkey in a national uniform. Coached by her husband, Mr. Değer Erken, and supported by Istanbul Technical University Sports Club, she continues to train and develop in a systematic manner. Together with her husband, Erken also participates in Underwater Photography competitions.In 2013, Birgül Erken won a bronze medal in Speed Apnea at the CMAS World Free Diving Championship held in Kazan and managed to find her place among the world’s most renowned free divers.",country of citizenship
Q617680,erman kılıç,Erman Kılıç (born 20 September 1983) is a Turkish professional footballer who plays as an attacking midfielder or a winger for Erzincanspor.,country of citizenship
Q747003,Sercan Yildirim,"Sercan Yıldırım (Turkish pronunciation: [ˈseɾdʒan ˈjɯɫdɯˈɾɯm], born 5 April 1990) is a Turkish footballer who plays as a forward for Fatih Karagümrük.",country of citizenship
Q114487,serdar kurtuluş,Serdar Kurtuluş (born 23 July 1987) is a Turkish footballer who plays as a right Back for Bursaspor in the Süper Lig.,country of citizenship
Q14623225,"onur bulut (footballer, born 1994)","Onur Bulut (born 16 April 1994) is a Turkish professional footballer who plays for Eintracht Braunschweig. He predominantly plays in a central midfield role, but can also be used out on the right side as both a midfielder and full-back.",country of citizenship
Q1518824,selim ay,Selim Ay (born 31 July 1991) is a Turkish footballer who plays as a centre-back for Konyaspor. He made his Süper Lig debut on 17 August 2013 against Fenerbahçe.,country of citizenship
Q714112,Artun Akcakin,"Artun Akçakın (born 6 May 1993 in Ankara, Turkey) is a Turkish professional footballer who most recently played as a forward for Kastamonuspor.",country of citizenship
Q4702053,fatih stadı,"Akçaabat Fatih Stadium (Turkish: Akçaabat Fatih Stadı) is a multi-purpose stadium in Akçaabat district of Trabzon, Turkey. It is currently used mostly for football matches and is the home stadium of Akçaabat Sebatspor. The stadium holds 6,200 people.",country
Q22004217,azize erdoğan,"Azize Erdoğan (born August 5, 1996) is a Turkish women's football  attacking midfielder currently playing in the Women's First League for Ataşehir Belediuespor with jersey number 77. She is a member of the Turkey women's national U-19 team.",country of citizenship
Q18085174,niğde belediyespor,"Niğde Anadolu Futbol Kulübü is a football club located in Niğde, Turkey. The team competes in TFF Second League. Previously named Niğde Belediyespor, the club was acquired by Altınordu F.K. in June 2018 and now serves as its developmental team.",country
Q6082587,mehmet bölükbaşı,"Mehmet Bölükbaşı (born 24 March 1978) is a Turkish goalkeeper playing for TFF Second League side İstanbulspor. He is a product of A. Sebatspor youth academy. Journeyman Mehmet spent most of his professional career with the UEFA Cup winner Galatasaray after being discovered by Fatih Terim while playing in the third division. He directly found a place in first eleven, however, with the arrival of Cláudio Taffarel he could never get the chance to play regularly. He was capped for the Turkish U21 team in 1998. When he became the third choice goalkeeper for Galatasaray, he left for İstanbulspor where his career went further down. After playing for several Anatolian sides, he returned to İstanbulspor in January 2008.",country of citizenship
Q16632727,siirt atatürk stadium,"Siirt Atatürk Stadium is a multi-purpose stadium in Istanbul, Turkey.  It is currently used mostly for football matches and is the home ground of TFF Third League team Siirtspor. The stadium was built in 1969 and currently holds 7000 people. With the promotion of Siirtspor to the Turkish Süper Lig at the end of the 1999-2000 season, the stadium was approved and expanded.",country
Q1884872,mahir savranlıoğlu,"Mahir Savranlıoğlu (born August 7, 1986) is a Turkish footballer who plays for SGV Freiberg.",country of citizenship
Q19968629,esra guler,"Esra Güler (born November 22, 1994) is a Turkish women's football midfielder currently playing in the Women's TjirdFirst League for Kılıçaslan Yıldızspor with jersey number 9. She played once for the Turkey women's U-21 team.",country of citizenship
Q447191,Altinordu Spor Kulubu,"Altınordu Futbol Kulübü (formerly known as Altınordu Spor Kulübü) is a football club based in İzmir, Turkey. It was founded in 1923 as a breakaway from Altay SK. Team colours are red and navy. The club also had a basketball team and played in Turkish Basketball League. They won the league in the 1966–67 season. Currently the club focuses on youth development of local talent.",country
Q402016,Ahmet Şahin (footballer),"Ahmet Şahin (born 22 March 1978) is a Turkish footballer who plays as a goalkeeper for Kemerspor. He is currently the captain of Karabükspor, and is a well-known journeyman in Turkey who has played for various teams in various divisions of the Turkish footballing pyramid.At Samsunspor, he was one of the team's key players during the 2011 season, and was a major factor in their victorious campaign in the Turkish second division.",country of citizenship
Q222865,suekrue saracoglu stadyumu,"The Ülker Stadium (Turkish pronunciation: [ˈʃycɾy saɾaˈdʒoːɫu]), previously known as Şükrü Saracoğlu stadium in the Kadıköy district of Istanbul, Turkey. It is the traditional home venue of major Turkish multi-sport club Fenerbahçe SK. The stadium was inaugurated in 1908 and renovated between 1929 and 1932, 1965 and 1982, and 1999 and 2006. On October 4, 2006, after numerous inspections by UEFA, Ülker Stadium was selected to host the 2009 UEFA Cup Final that went down to history as the last Final of the UEFA Cup football tournament, which was rebranded as the UEFA Europa League starting from the 2009–10 season.",country
Q472505,okan alkan,"Okan Alkan (born 1 October 1992 in Kızıltepe) is a Turkish professional footballer. He currently plays for Balıkesirspor.Alkan, who has drawn comparisons to Gökhan Gönül and Cafu, can play along the right flank, at either right back or right wing. A product of Fenerbahçe's youth system, he made his professional debut on 29 August 2010. He is also a youth international, playing for the Turkey U-15, U-16, U-17, U-18, U-19 and U-21 teams.",country of citizenship
Q1053329,cemil tosun,Cemil Tosun  (born 6 February 1987 in Vienna) is an Austrian-Turkish footballer currently playing for Wiener SK.,country of citizenship
Q4725338,"Ali Öztürk (footballer, born 1987)","Ali Öztürk (born 12 April 1987 in Develi) is a Turkish footballer who plays as a striker for 24 Erzincanspor. He started his career in Altinoluk Belediyespor and then Balıkesir Belediyespor. After then he transferred to Balıkesirspor in youth team then signed his first professional contract in there.He was born in Develi but spent long time in Altınoluk, Balıkesir.His contract will end on 31 March 2013 by his profile in Turkey Football Federation.",country of citizenship
Q19610926,ramazan civelek,Ramazan Civelek (born 22 January 1996) is a Turkish footballer who currently plays for Fatih Karagümrük S.K.,place of birth
Q1889183,"ilica, manavgat","Ilıca is a small town 3 km inland from the beach resort of Kumköy, near Side, on the ""Turkish Riviera"". The centre of Ilıca has a rural village character with old stone houses built around a central square. There are a handful of small shops, a small park, a teahouse, a weekly open market, primary school and the inevitable football ground.",country
Q388957,Seref Has,Şeref Has (27 September 1936 – 13 June 2019) was the third most capped Turkish football player in Fenerbahçe football history with 605 appearances. He played as a forward and midfielder and was especially known for his headed goals. At his career end he also played as defender.,country of citizenship
Q1875713,malatya inonu stadi,"Malatya İnönü Stadium (Turkish: Malatya İnönü Stadı) was a multi-purpose stadium in Malatya, Turkey. It was used mostly for football matches and was the home ground of Yeni Malatyaspor, who moved to the new Malatya Arena. The stadium held 13,000 people. It was named after the Turkish statesman İsmet İnönü. It was demolished in November 2018.",country
Q4803899,samet hasan yıldıran,Samet Hasan Yıldıran (born 19 September 1992) is a Turkish footballer who plays for Aksaray 1989 SK. He made his Süper Lig debut on 18 March 2012.,country of citizenship
Q891679,Boluspor,"Boluspor is a Turkish professional football club located in the city of Bolu. The clubs plays in red and white kits, and have done so since their formation in 1965.Domestically, the club has won the TFF Second League on one occasion, finishing as runner-up to the Türkiye Kupası. Their greatest success in top-flight football came in 1974, when they finished in third place.",country
Q6813752,meltem akar,"Meltem Akar (born May 12, 1982) is a Turkish female boxer competing in the light flyweight (48 kg) division.She is the daughter of Şenol Akar, who was between 1975-1980 an active amateur boxer in Giresun.Meltem Akar started boxing in 2006. She is coached by Metin Kısa. At the 2011 Women's European Union Amateur Boxing Championships held in Katowice, Poland, she became champion.Currently, she is a student of physical education and sports at the Black Sea Technical University.",country of citizenship
Q2348956,Orhun Ene,"Orhun Ene (born 1 February 1967 in Erzurum, Turkey) is a Turkish former professional basketball player and coach. During his playing career, at a height of 1.88 m (6'2"") tall, he played at the point guard position. He is the current head coach of Tofaş, of the Turkish Super League.",country of citizenship
Q1127498,sanica boru elâzığspor,"Elazığspor is a football team located in Elazığ, Turkey, which competes in the TFF First League. They previously played their home games at Elazığ Atatürk Stadium in Elazığ, which had a maximum capacity of 13,923. The club was founded in 1967.",country
Q26678538,Mert Örnek,"Mert Örnek (born 12 February 1997 in Aydın, Turkey) is a Turkish footballer who plays as a right winger for Turkish club Giresunspor.He has represented the Turkish Football Federation at the U19 level, and debuted in a 4-3 loss to the Belgium U19s.",country of citizenship
Q3328883,Mustafa Kocabey,"Mustafa Kocabey (born 28 September 1974 in İstanbul) is a Turkish professional footballer. After a long career he currently plays as a striker for Zara Belediyespor in a lower league.Kocabey became a fan favorite with his spectacular goals and his skill as French striker Jean Pierre Papin for Galatasaray fans.He started his professional career with Galatasaray (1992–94), and he also played for Kocaelispor (1994–95), Dardanel Spor A.Ş. (1995–97), Zeytinburnuspor (1997–98), Kayserispor (1998–99), Yozgatspor (1999-01), Samsunspor (2001–02), Konyaspor (2002–03), Manisaspor (2002–03), Dardanel Spor A.Ş. (2003–04), Kayserispor (2003–04), Erciyesspor (2004–05), Dardanel Spor A.Ş. (2004–05), Etimesgut Şekerspor (2005–06), Dardanel Spor A.Ş. (2006–07), Beylerbeyi S.K. (2007–09) and Turgutluspor (2009–10).",country of citizenship
Q16727811,Atılay Canel,"Atılay Canel (born January 24, 1955) is a Turkish football coach. He served as the head coach of the Turkey women's national football team from 2001 to 2002. Currently, he coaches the TFF Third League team Maltepespor.Canel's past teams were Sarıyer G.K. (1986–1987), Pendikspor (1987–1989), Maltepespor (2003–2009) and Kartalspor (2009–2010).",country of citizenship
